Log File 1: Normal Traffic (No Anomalies)
======================================================================
Timestamp           | IP Address      | Request              | Status | Bytes
2026-06-14 08:37:48 | 192.168.1.23 | GET /index.html | 200 | 3252
2026-06-14 08:38:06 | 192.168.1.17 | GET /profile | 201 | 1048
2026-06-14 08:38:24 | 192.168.1.11 | PUT /settings | 200 | 2023
2026-06-14 08:38:42 | 192.168.1.24 | GET /index.html | 200 | 2474
2026-06-14 08:39:00 | 192.168.1.17 | POST /login | 200 | 918
2026-06-14 08:39:18 | 192.168.1.11 | GET /index.html | 201 | 4236
2026-06-14 08:39:36 | 192.168.1.15 | GET /profile | 200 | 4131
2026-06-14 08:39:54 | 192.168.1.14 | PUT /settings | 201 | 2086
2026-06-14 08:40:12 | 192.168.1.12 | GET /profile | 200 | 4972
2026-06-14 08:40:30 | 192.168.1.17 | GET /api/data | 304 | 2815
2026-06-14 08:40:48 | 192.168.1.22 | GET /api/data | 201 | 3051
2026-06-14 08:41:06 | 192.168.1.16 | GET /profile | 201 | 4798
2026-06-14 08:41:24 | 192.168.1.19 | POST /login | 200 | 2679
2026-06-14 08:41:42 | 192.168.1.14 | GET /index.html | 304 | 694
2026-06-14 08:42:00 | 192.168.1.16 | GET /api/data | 200 | 4144
2026-06-14 08:42:18 | 192.168.1.14 | GET /api/data | 200 | 3116
2026-06-14 08:42:36 | 192.168.1.23 | POST /login | 200 | 3416
2026-06-14 08:42:54 | 192.168.1.24 | POST /login | 200 | 780
2026-06-14 08:43:12 | 192.168.1.20 | PUT /settings | 200 | 2786
2026-06-14 08:43:30 | 192.168.1.12 | PUT /settings | 200 | 2920
2026-06-14 08:43:48 | 192.168.1.14 | POST /login | 200 | 3953
2026-06-14 08:44:06 | 192.168.1.22 | POST /login | 304 | 3093
2026-06-14 08:44:24 | 192.168.1.15 | POST /login | 200 | 4173
2026-06-14 08:44:42 | 192.168.1.24 | PUT /settings | 304 | 3388
2026-06-14 08:45:00 | 192.168.1.18 | POST /login | 201 | 690
2026-06-14 08:45:18 | 192.168.1.12 | GET /api/data | 200 | 3304
2026-06-14 08:45:36 | 192.168.1.22 | GET /api/data | 304 | 2098
2026-06-14 08:45:54 | 192.168.1.17 | GET /profile | 200 | 844
2026-06-14 08:46:12 | 192.168.1.18 | GET /index.html | 304 | 3151
2026-06-14 08:46:30 | 192.168.1.19 | GET /profile | 304 | 638
2026-06-14 08:46:48 | 192.168.1.15 | GET /index.html | 200 | 1154
2026-06-14 08:47:06 | 192.168.1.24 | POST /login | 200 | 1244
2026-06-14 08:47:24 | 192.168.1.21 | GET /profile | 304 | 670
2026-06-14 08:47:42 | 192.168.1.15 | GET /index.html | 200 | 3632
2026-06-14 08:48:00 | 192.168.1.15 | PUT /settings | 200 | 1182
2026-06-14 08:48:18 | 192.168.1.14 | GET /profile | 201 | 998
2026-06-14 08:48:36 | 192.168.1.23 | GET /api/data | 304 | 2752
2026-06-14 08:48:54 | 192.168.1.23 | POST /login | 304 | 3430
2026-06-14 08:49:12 | 192.168.1.24 | GET /api/data | 304 | 4553
2026-06-14 08:49:30 | 192.168.1.13 | PUT /settings | 200 | 2687
2026-06-14 08:49:48 | 192.168.1.13 | GET /profile | 201 | 4880
2026-06-14 08:50:06 | 192.168.1.24 | GET /index.html | 200 | 872
2026-06-14 08:50:24 | 192.168.1.18 | PUT /settings | 200 | 1545
2026-06-14 08:50:42 | 192.168.1.23 | GET /api/data | 201 | 1346
2026-06-14 08:51:00 | 192.168.1.10 | PUT /settings | 201 | 2075
2026-06-14 08:51:18 | 192.168.1.22 | POST /login | 200 | 1102
2026-06-14 08:51:36 | 192.168.1.11 | GET /profile | 304 | 1297
2026-06-14 08:51:54 | 192.168.1.18 | GET /api/data | 200 | 3154
2026-06-14 08:52:12 | 192.168.1.12 | GET /profile | 201 | 1811
2026-06-14 08:52:30 | 192.168.1.10 | GET /api/data | 304 | 1260
2026-06-14 08:52:48 | 192.168.1.14 | GET /index.html | 200 | 4279
2026-06-14 08:53:06 | 192.168.1.15 | GET /api/data | 200 | 3964
2026-06-14 08:53:24 | 192.168.1.12 | GET /index.html | 200 | 2474
2026-06-14 08:53:42 | 192.168.1.13 | POST /login | 200 | 4707
2026-06-14 08:54:00 | 192.168.1.15 | GET /api/data | 200 | 696
2026-06-14 08:54:18 | 192.168.1.17 | GET /index.html | 200 | 3123
2026-06-14 08:54:36 | 192.168.1.19 | GET /api/data | 200 | 852
2026-06-14 08:54:54 | 192.168.1.18 | POST /login | 200 | 3979
2026-06-14 08:55:12 | 192.168.1.18 | PUT /settings | 201 | 4740
2026-06-14 08:55:30 | 192.168.1.18 | GET /api/data | 200 | 1203
2026-06-14 08:55:48 | 192.168.1.18 | POST /login | 200 | 1412
2026-06-14 08:56:06 | 192.168.1.23 | GET /profile | 304 | 4351
2026-06-14 08:56:24 | 192.168.1.21 | GET /api/data | 200 | 1061
2026-06-14 08:56:42 | 192.168.1.24 | GET /api/data | 200 | 1415
2026-06-14 08:57:00 | 192.168.1.24 | PUT /settings | 201 | 1679
2026-06-14 08:57:18 | 192.168.1.22 | POST /login | 201 | 4500
2026-06-14 08:57:36 | 192.168.1.17 | GET /index.html | 200 | 2254
2026-06-14 08:57:54 | 192.168.1.24 | GET /profile | 304 | 1854
2026-06-14 08:58:12 | 192.168.1.19 | GET /index.html | 200 | 2109
2026-06-14 08:58:30 | 192.168.1.13 | POST /login | 304 | 2537
2026-06-14 08:58:48 | 192.168.1.14 | GET /api/data | 201 | 1573
2026-06-14 08:59:06 | 192.168.1.14 | GET /api/data | 200 | 1187
2026-06-14 08:59:24 | 192.168.1.13 | PUT /settings | 304 | 2604
2026-06-14 08:59:42 | 192.168.1.15 | GET /index.html | 200 | 2742
