Log File 2: Anomalous Traffic (DDoS-like attack pattern)
======================================================================
Timestamp           | IP Address      | Request              | Status | Bytes
2026-06-14 09:15:27 | 203.0.113.45 | GET /admin           | 403 | 146
2026-06-14 09:15:36 | 203.0.113.45 | GET /wp-admin        | 403 | 261
2026-06-14 09:15:45 | 203.0.113.45 | GET /wp-admin        | 403 | 770
2026-06-14 09:15:54 | 192.168.1.39 | POST /login          | 200 | 560
2026-06-14 09:16:03 | 192.168.1.34 | GET /profile         | 200 | 1330
2026-06-14 09:16:12 | 203.0.113.45 | GET /admin           | 403 | 162
2026-06-14 09:16:21 | 192.168.1.38 | GET /index.html      | 200 | 2728
2026-06-14 09:16:30 | 203.0.113.45 | GET /                | 403 | 866
2026-06-14 09:16:39 | 192.168.1.36 | GET /index.html      | 200 | 1773
2026-06-14 09:16:48 | 192.168.1.34 | GET /api/data        | 200 | 2235
2026-06-14 09:16:57 | 192.168.1.32 | GET /api/data        | 200 | 1106
2026-06-14 09:17:06 | 203.0.113.45 | GET /                | 403 | 583
2026-06-14 09:17:15 | 192.168.1.36 | GET /profile         | 200 | 715
2026-06-14 09:17:24 | 203.0.113.45 | GET /wp-admin        | 403 | 786
2026-06-14 09:17:33 | 203.0.113.45 | GET /wp-admin        | 403 | 956
2026-06-14 09:17:42 | 203.0.113.45 | GET /                | 403 | 958
2026-06-14 09:17:51 | 203.0.113.45 | GET /admin           | 403 | 163
2026-06-14 09:18:00 | 203.0.113.45 | GET /wp-admin        | 403 | 651
2026-06-14 09:18:09 | 192.168.1.38 | GET /profile         | 200 | 2788
2026-06-14 09:18:18 | 192.168.1.35 | POST /login          | 200 | 1901
2026-06-14 09:18:27 | 192.168.1.30 | POST /login          | 200 | 1495
2026-06-14 09:18:36 | 203.0.113.45 | POST /               | 403 | 958
2026-06-14 09:18:45 | 192.168.1.34 | GET /api/data        | 200 | 1548
2026-06-14 09:18:54 | 192.168.1.30 | GET /index.html      | 200 | 2772
2026-06-14 09:19:03 | 192.168.1.32 | POST /login          | 200 | 1187
2026-06-14 09:19:12 | 192.168.1.34 | GET /api/data        | 200 | 1498
2026-06-14 09:19:21 | 192.168.1.39 | GET /profile         | 200 | 1608
2026-06-14 09:19:30 | 192.168.1.33 | GET /index.html      | 200 | 1105
2026-06-14 09:19:39 | 203.0.113.45 | GET /                | 403 | 798
2026-06-14 09:19:48 | 203.0.113.45 | GET /admin           | 403 | 439
2026-06-14 09:19:57 | 203.0.113.45 | GET /wp-admin        | 403 | 606
2026-06-14 09:20:06 | 192.168.1.35 | GET /index.html      | 200 | 1532
2026-06-14 09:20:15 | 203.0.113.45 | GET /                | 403 | 654
2026-06-14 09:20:24 | 192.168.1.32 | POST /login          | 201 | 2589
2026-06-14 09:20:33 | 192.168.1.34 | GET /profile         | 200 | 934
2026-06-14 09:20:42 | 192.168.1.37 | GET /index.html      | 201 | 2188
2026-06-14 09:20:51 | 192.168.1.39 | GET /api/data        | 201 | 1084
2026-06-14 09:21:00 | 192.168.1.35 | POST /login          | 201 | 1650
2026-06-14 09:21:09 | 192.168.1.31 | POST /login          | 200 | 1914
2026-06-14 09:21:18 | 203.0.113.45 | POST /               | 403 | 918
2026-06-14 09:21:27 | 192.168.1.31 | GET /api/data        | 200 | 727
2026-06-14 09:21:36 | 203.0.113.45 | GET /admin           | 403 | 241
2026-06-14 09:21:45 | 192.168.1.36 | GET /index.html      | 201 | 1226
2026-06-14 09:21:54 | 192.168.1.34 | GET /profile         | 200 | 2857
2026-06-14 09:22:03 | 192.168.1.36 | GET /profile         | 200 | 615
2026-06-14 09:22:12 | 192.168.1.37 | GET /index.html      | 200 | 2314
2026-06-14 09:22:21 | 192.168.1.31 | GET /api/data        | 200 | 1070
2026-06-14 09:22:30 | 192.168.1.36 | GET /api/data        | 201 | 1714
2026-06-14 09:22:39 | 192.168.1.34 | POST /login          | 200 | 759
2026-06-14 09:22:48 | 192.168.1.34 | POST /login          | 200 | 966
2026-06-14 09:22:57 | 192.168.1.35 | GET /index.html      | 201 | 1988
2026-06-14 09:23:06 | 203.0.113.45 | POST /               | 403 | 286
2026-06-14 09:23:15 | 203.0.113.45 | POST /               | 403 | 982
2026-06-14 09:23:24 | 192.168.1.38 | GET /index.html      | 200 | 593
2026-06-14 09:23:33 | 192.168.1.34 | GET /api/data        | 200 | 1970
2026-06-14 09:23:42 | 192.168.1.34 | GET /index.html      | 200 | 2484
2026-06-14 09:23:51 | 192.168.1.33 | GET /index.html      | 200 | 1915
2026-06-14 09:24:00 | 192.168.1.37 | POST /login          | 200 | 2482
2026-06-14 09:24:09 | 192.168.1.32 | GET /api/data        | 201 | 1242
2026-06-14 09:24:18 | 203.0.113.45 | GET /wp-admin        | 403 | 174
2026-06-14 09:24:27 | 192.168.1.35 | POST /login          | 201 | 2327
2026-06-14 09:24:36 | 192.168.1.30 | GET /profile         | 201 | 1530
2026-06-14 09:24:45 | 192.168.1.31 | POST /login          | 200 | 848
2026-06-14 09:24:54 | 192.168.1.36 | GET /api/data        | 201 | 1515
2026-06-14 09:25:03 | 192.168.1.36 | POST /login          | 200 | 2624
2026-06-14 09:25:12 | 192.168.1.31 | POST /login          | 200 | 2755
2026-06-14 09:25:21 | 192.168.1.32 | GET /index.html      | 200 | 852
2026-06-14 09:25:30 | 192.168.1.30 | GET /index.html      | 200 | 1451
2026-06-14 09:25:39 | 192.168.1.38 | GET /profile         | 201 | 1935
2026-06-14 09:25:48 | 192.168.1.36 | POST /login          | 200 | 1332
2026-06-14 09:25:57 | 192.168.1.33 | GET /profile         | 200 | 1738
2026-06-14 09:26:06 | 192.168.1.31 | GET /profile         | 200 | 1333
2026-06-14 09:26:15 | 192.168.1.31 | GET /profile         | 200 | 2785
2026-06-14 09:26:24 | 203.0.113.45 | GET /admin           | 403 | 239
2026-06-14 09:26:33 | 192.168.1.34 | GET /index.html      | 200 | 1143
2026-06-14 09:26:42 | 192.168.1.34 | POST /login          | 200 | 761
2026-06-14 09:26:51 | 203.0.113.45 | POST /               | 403 | 843
2026-06-14 09:27:00 | 192.168.1.31 | GET /api/data        | 200 | 544
2026-06-14 09:27:09 | 192.168.1.39 | GET /profile         | 200 | 1209
2026-06-14 09:27:18 | 192.168.1.33 | POST /login          | 200 | 873
2026-06-14 09:27:27 | 192.168.1.31 | POST /login          | 200 | 1806
2026-06-14 09:27:36 | 192.168.1.36 | GET /profile         | 200 | 630
2026-06-14 09:27:45 | 192.168.1.33 | POST /login          | 201 | 2168
2026-06-14 09:27:54 | 203.0.113.45 | GET /admin           | 403 | 208
2026-06-14 09:28:03 | 192.168.1.37 | POST /login          | 201 | 2954
2026-06-14 09:28:12 | 203.0.113.45 | POST /               | 403 | 708
2026-06-14 09:28:21 | 203.0.113.45 | POST /               | 403 | 458
2026-06-14 09:28:30 | 192.168.1.35 | GET /index.html      | 200 | 2684
2026-06-14 09:28:39 | 203.0.113.45 | POST /               | 403 | 405
2026-06-14 09:28:48 | 192.168.1.37 | GET /index.html      | 200 | 2222
2026-06-14 09:28:57 | 192.168.1.33 | GET /profile         | 200 | 1444
2026-06-14 09:29:06 | 203.0.113.45 | GET /wp-admin        | 403 | 931
2026-06-14 09:29:15 | 192.168.1.37 | POST /login          | 200 | 2439
2026-06-14 09:29:24 | 192.168.1.39 | GET /index.html      | 200 | 2566
2026-06-14 09:29:33 | 192.168.1.38 | POST /login          | 200 | 2688
2026-06-14 09:29:42 | 203.0.113.45 | POST /               | 403 | 153
2026-06-14 09:29:51 | 192.168.1.36 | GET /profile         | 201 | 602
